0x2045
0x22be
0x2ba9
0x2d74
0x2f5a
0x30de
0x3472
0x371d
0x39d0
0x3c58
0x3d4e
0x4161
0x41f1
0x4478
0x4513
0x48ac
0x49f0
0x4c2f
