0x495
0x512
0x57e
0x606
0x67b
0x777
0x7f7
0x888
0x8f8
0x96d
0x9ee
0xa55
0xaf0
0xb52
0xbc9
0xc4d
0xd0b
0xdcc
0xe8f
0xef4
0xf84
0xff2
0x10b4
0x1114
0x1198
0x1275
0x12f0
0x135d
0x13e6
0x1457
0x14bd
0x1549
0x1621
0x168b
0x1709
0x178c
0x180b
0x1896
0x1902
0x196e
0x1a85
0x1af4
0x1b8c
0x1c0f
0x1c9c
0x1d03
0x1d82
0x1f3f
0x1fad
0x200d
0x208a
0x214f
0x21b1
0x2578
0x26b5
0x2727
0x279a
0x2806
0x288f
0x2484
0x240e
0x23a2
0x2317
0x22ad
0x2230
0x264e
0x25dd
