0x1076
0x120a
0x128b
0x2037
0x20cf
0x21a8
0x223c
0x2748
0x2803
0x2f9e
0x36e4
0x3c74
0x3d55
0x3e32
0x3fb8
0x1313
0x166a
0x3588
